source_row_number,service_listing_id,location_id,organization_id,organization_name,service_id,service_name,taxonomy_code,taxonomy_name,description,phone,website,email,wheelchair_accessible,language,hours,address,city,province,postal_code,latitude,longitude,healthlinkbc_url,source_label,source_url
423,95167339,17660061,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6044852844,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00;,7100 Alberni Street,Powell River,BC,V8A 5K9,49.846470,-124.517134,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17660061,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
424,95167343,17659869,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6049055666,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 09:00 - 21:00; Tue 09:00 - 21:00; Wed 09:00 - 21:00; Thu 09:00 - 21:00; Fri 09:00 - 21:00; Sat 09:00 - 21:00; Sun 09:00 - 21:00;,4295 Blackcomb Way,Whistler,BC,V0N 1B4,50.115742,-122.953860,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659869,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
425,95167347,17659851,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6049241788,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 09:00 - 20:00; Sun 10:00 - 18:00;,3650 Mt Seymour Parkway,North Vancouver,BC,V7H 2Y5,49.316023,-122.969311,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659851,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
426,95167353,17660041,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6042515358,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 24:00; Tue 08:00 - 24:00; Wed 08:00 - 24:00; Thu 08:00 - 24:00; Fri 08:00 - 24:00; Sat 08:00 - 24:00; Sun 08:00 - 24:00;,2748 E Hastings Street,Vancouver,BC,V5K 1Z9,49.281128,-123.047961,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17660041,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
427,95167358,69572418,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6042243086,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00;,5968 Webber Lane,Vancouver,BC,V6S 0J9,49.254039,-123.236457,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=69572418,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
428,95167360,17660087,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6042281533,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 10:00 - 22:00; Sun 10:00 - 22:00;,5940 University Boulevard,Vancouver,BC,V6T 1Z3,49.266050,-123.245851,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17660087,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
429,95167366,17660063,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6047339128,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00;,3020 West Broadway,Vancouver,BC,V6K 2K1,49.264099,-123.171523,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17660063,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
430,95167371,17659973,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6049261114,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00;,802 Main Street,West Vancouver,BC,V7T 2Y5,49.326299,-123.137902,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659973,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
431,95167375,17660113,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,7783289580,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 09:00 - 22:00;,3303 Main Street,Vancouver,BC,V5V 3M8,49.255643,-123.101278,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17660113,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
432,95167379,17659936,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6047081135,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 24:00; Tue 08:00 - 24:00; Wed 08:00 - 24:00; Thu 08:00 - 24:00; Fri 08:00 - 24:00; Sat 08:00 - 24:00; Sun 08:00 - 24:00;,885 West Broadway,Vancouver,BC,V5Z 1J9,49.263507,-123.123658,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659936,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
433,95167382,17659871,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6044315538,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 09:30 - 17:30; Tue 09:30 - 17:30; Wed 09:30 - 17:30; Thu 09:30 - 17:30; Fri 09:30 - 17:30; Sat 09:30 - 17:30; Sun 09:30 - 17:30;,2607 East 49th Avenue,Vancouver,BC,V5S 1J9,49.256899,-123.101007,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659871,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
434,95167386,17660115,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6048732681,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00;,4590 Fraser Street,Vancouver,BC,V5V 4G7,49.243639,-123.090277,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17660115,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
435,95167391,17659855,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2505924541,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 20:00; Tue 08:00 - 20:00; Wed 08:00 - 20:00; Thu 08:00 - 20:00; Fri 08:00 - 20:00; Sat 09:00 - 18:00; Sun 09:00 - 18:00;,1627 Fort Street,Victoria,BC,V8R 1H8,48.426949,-123.336078,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659855,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
436,95167395,17659913,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2507825903,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 21:00; Tue 08:00 - 21:00; Wed 08:00 - 21:00; Thu 08:00 - 21:00; Fri 08:00 - 21:00; Sat 08:00 - 21:00; Sun 08:00 - 21:00;,11000 8th Street,Dawson Creek,BC,V1G 4K6,55.750132,-120.220997,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659913,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
437,95167403,17660121,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,6047927377,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 24:00; Tue 08:00 - 24:00; Wed 08:00 - 24:00; Thu 08:00 - 24:00; Fri 08:00 - 24:00; Sat 08:00 - 24:00; Sun 08:00 - 24:00;,45905 Yale Road,Chilliwack,BC,V2P 2M6,49.167603,-121.958133,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17660121,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
438,95167411,17659957,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2503840544,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 06:00 - 22:00; Tue 06:00 - 22:00; Wed 06:00 - 22:00; Thu 06:00 - 22:00; Fri 06:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00;,1212 Douglas Street,Victoria,BC,V8T 4L2,48.425849,-123.365494,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659957,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
439,95167416,17660095,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2506425229,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 09:00 - 19:00; Tue 09:00 - 19:00; Wed 09:00 - 19:00; Thu 09:00 - 19:00; Fri 09:00 - 19:00; Sat 09:00 - 19:00; Sun 09:00 - 19:00;,6660 Sooke Road,Sooke,BC,V9Z 0A5,48.378506,-123.721702,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17660095,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
440,95167420,17659887,17659831,Shoppers Drug Mart,95167252,Pharmacy Services - HPV Vaccine,LT-3400.3100,HPV Immunizations,The HPV vaccine is safe and effective at preventing cancers caused by the Human Papillomavirus (HPV). The HPV vaccines are given as a series of either 2 or 3 doses over a 6 month period and can be given at many pharmacies throughout B.C. Supply of the HPV vaccine is guaranteed to be available at this location.,2505955111,https://www.shoppersdrugmart.ca/health/pharmacist-consultations,,Y,English,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00;,1644 Hillside Avenue,Victoria,BC,V8T 2C5,48.444981,-123.335025,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=95167252&SiteResourceAgencyNum=17659887,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
